date,r
2022-01-19,-0.0150099104428704
2022-01-20,-0.0258167430956035
2022-01-21,-0.1096046829154406
2022-01-24,0.0053893520482333
2022-01-25,0.0081424868269515
2022-01-26,-0.0027608244495649
2022-01-27,0.007733837890786
2022-01-28,0.017247505090415
2022-01-31,0.0183253133484466
2022-02-01,0.0067373185026333
2022-02-02,-0.0473107399591228
2022-02-03,0.0054412158319916
2022-02-04,0.1106268834574475
2022-02-07,0.0548386357433816
2022-02-08,0.0063248089653384
2022-02-09,0.0049821136819971
2022-02-10,-0.017603393781389
2022-02-11,-0.0269211260551713
2022-02-14,0.0042115662722217
2022-02-15,0.0456306044872398
2022-02-16,-0.0138552950498986
2022-02-17,-0.0810823307191039
2022-02-18,-0.0125865264237603
2022-02-22,-0.0445685601614798
2022-02-23,-0.0261836346154211
2022-02-24,0.0273995799515507
2022-02-25,0.0227384505953054
2022-02-28,0.0966444670528172
2022-03-01,0.0265333803325251
2022-03-02,-0.0097537159354068
2022-03-03,-0.0340944786524133
2022-03-04,-0.0812852755652357
2022-03-07,-0.0278663460944592
2022-03-08,0.0175847382159606
2022-03-09,0.0804608330138592
2022-03-10,-0.0625468568005302
2022-03-11,-0.0164254822906464
2022-03-14,0.0222227362392164
2022-03-15,-0.0083024718981778
2022-03-16,0.0448654676741995
2022-03-17,-0.0046909168777933
2022-03-18,0.020538517974936
2022-03-21,-0.0174513973414196
2022-03-22,0.030703791309973
2022-03-23,0.0125312460906314
2022-03-24,0.0245937259657864
2022-03-25,0.0087827164076657
2022-03-28,0.0607833040413243
2022-03-29,0.0071405997391895
2022-03-30,-0.008527995234731
2022-03-31,-0.0329180095425822
2022-04-01,0.0161834540100169
2022-04-04,0.0073415914485099
2022-04-05,-0.0231448606058961
2022-04-06,-0.0529457051005746
2022-04-07,0.0068529242315324
2022-04-08,-0.0283539722589374
2022-04-11,-0.0676404058422335
2022-04-12,0.0151989918017605
2022-04-13,0.0255764174954915
2022-04-14,-0.0303643733545406
2022-04-18,0.0220583518698678
2022-04-19,0.0164352943392351
2022-04-20,-0.0030978678462112
2022-04-21,-0.0206844397083187
2022-04-22,-0.0196110852519204
2022-04-25,0.0179057291651734
2022-04-26,-0.0595995569885481
2022-04-27,0.0290527349945204
2022-04-28,0.0134839067215253
2022-04-29,-0.0297023536608289
2022-05-02,-0.0020870367516998
2022-05-03,-0.020422241840901
2022-05-04,0.0503126775329914
2022-05-05,-0.0819413647290758
2022-05-06,-0.0147137801076375
2022-05-09,-0.1736078611020879
2022-05-10,0.0236786923864826
2022-05-11,-0.0696270636865197
2022-05-12,0.0038423156405116
2022-05-13,0.0080695829932846
2022-05-16,0.0196068311338031
2022-05-17,0.0186753109718669
2022-05-18,-0.0576896230339532
2022-05-19,0.0540174725108961
2022-05-20,-0.0374266099996027
2022-05-23,-0.003493337644354
2022-05-24,0.018949781767068
2022-05-25,-0.0031485281301595
2022-05-26,-0.0100336995448717
2022-05-27,-0.0220978890225644
