date,r
2024-07-23,0.012012115141502
2024-07-24,-0.0427314448060816
2024-07-25,-0.049746983442823
2024-07-26,0.0314811144643627
2024-07-29,0.013518875890595
2024-07-30,-0.0126900531349267
2024-07-31,-0.0145539701963102
2024-08-01,-0.0092436062254712
2024-08-02,-0.0697004676962134
2024-08-05,-0.2113266629040389
2024-08-06,0.0170300148028772
2024-08-07,-0.0509501404149448
2024-08-08,0.1383747254084131
2024-08-09,-0.0317099900191122
2024-08-12,0.0469028626092002
2024-08-13,-0.0076491209103668
2024-08-14,-0.0151894923932367
2024-08-15,-0.0354813084052283
2024-08-16,0.0089474354040479
2024-08-19,0.016870654511349
2024-08-20,-0.0246439996066589
2024-08-21,0.0224002244760406
2024-08-22,-0.0032141383843615
2024-08-23,0.0525404443268566
2024-08-26,-0.0305237382968455
2024-08-27,-0.0866733260534218
2024-08-28,0.0279492743778799
2024-08-29,0.0001491721311568
2024-08-30,-0.0011754420925305
2024-09-03,-0.0425495662513233
2024-09-04,0.0116534105150059
2024-09-05,-0.033735528614387
2024-09-06,-0.0626830499964654
2024-09-09,0.0587664386408572
2024-09-10,0.013099792549208
2024-09-11,-0.0210348450820996
2024-09-12,0.0093330934657727
2024-09-13,0.0332401938342696
2024-09-16,-0.0618000531841254
2024-09-17,0.0200240280339487
2024-09-18,0.0118951275456691
2024-09-19,0.0393156696828063
2024-09-20,0.0383346552803001
2024-09-23,0.033585026956036
2024-09-24,0.0021907237834088
2024-09-25,-0.0286492579973796
2024-09-26,0.0202675578967319
2024-09-27,0.0239123559621248
2024-09-30,-0.0350436055591449
2024-10-01,-0.0610411526647522
2024-10-02,-0.0347715945183324
2024-10-03,-0.0065494845084828
2024-10-04,0.0272874620331791
2024-10-07,0.0028957135526797
2024-10-08,0.0074231254351557
2024-10-09,-0.0297673907275992
2024-10-10,0.0065547371097363
2024-10-11,0.0218479483789542
2024-10-14,0.0759973762392913
2024-10-15,-0.0087405603692989
2024-10-16,0.001947463663023
2024-10-17,-0.0026186483403769
2024-10-18,0.0142129908216865
2024-10-21,0.0091045318862246
2024-10-22,-0.0172215479234489
2024-10-23,-0.0433260248214439
2024-10-24,0.0100721254515194
2024-10-25,-0.0396655114084367
2024-10-28,0.0517639087144559
2024-10-29,0.0279107526048667
2024-10-30,0.0073329238307717
2024-10-31,-0.0547473020077582
2024-11-01,-0.0015569071230174
2024-11-04,-0.0468047101093827
2024-11-05,0.0106332889134206
2024-11-06,0.1173012526406989
2024-11-07,0.0610238212650147
2024-11-08,0.0227775380045951
2024-11-11,0.1303750556159251
2024-11-12,-0.0388371717082609
2024-11-13,-0.0166683777689424
2024-11-14,-0.042763057630081
2024-11-15,0.0143111412759218
2024-11-18,0.0332204939573159
2024-11-19,-0.0305352860860548
2024-11-20,-0.01267764643441
2024-11-21,0.0898645943802058
2024-11-22,-0.0088016836633038
2024-11-25,0.0242981135359734
2024-11-26,-0.0258251207041482
2024-11-27,0.0947853875464588
2024-11-29,-0.0175862032938631
2024-12-02,0.0140113519524636
2024-12-03,-0.0064658468521976
2024-12-04,0.0591483349459114
2024-12-05,-0.0079251353622016
2024-12-06,0.0498521437821608
2024-12-09,-0.0743743725066359
2024-12-10,-0.0236338879518474
2024-12-11,0.0538636687806128
2024-12-12,0.0130328539813735
2024-12-13,0.0072113869709227
2024-12-16,0.019314099376416
2024-12-17,-0.0255822138989838
2024-12-18,-0.071437414597911
2024-12-19,-0.057105550701042
2024-12-20,0.0158556794980722
2024-12-23,-0.0164827406803045
2024-12-24,0.0220814483331412
2024-12-26,-0.0471485469919468
2024-12-27,-0.000693329871364
2024-12-30,0.0082197362276801
2024-12-31,-0.0071344628600389
2025-01-02,0.0350454985428214
2025-01-03,0.0435466842109395
2025-01-06,0.0229255737351437
2025-01-07,-0.086907768553182
2025-01-08,-0.0164728873996491
2025-01-10,-0.017847294347721
2025-01-13,-0.0412335299415129
2025-01-14,0.0277364087279767
2025-01-15,0.0680050624458257
2025-01-16,-0.0420819150241236
2025-01-17,0.0488893894473712
2025-01-21,-0.0431444221494139
2025-01-22,-0.0265504453025702
2025-01-23,0.0287443006707821
2025-01-24,-0.0075732333452158
2025-01-27,-0.0402720731186789
2025-01-28,-0.0325499723638387
2025-01-29,0.0115949046291259
2025-01-30,0.0423851172810216
2025-01-31,0.0154249190535988
2025-02-03,-0.1340219332485528
2025-02-04,-0.0532244994273538
2025-02-05,0.0190950589664549
2025-02-06,-0.0362986923409431
2025-02-07,-0.0249286237438282
2025-02-10,0.0147467294149654
2025-02-11,-0.0221837874782941
2025-02-12,0.0502457939539775
2025-02-13,-0.0225399207159826
2025-02-14,0.0185821782494581
2025-02-18,-0.0210380912544669
2025-02-19,0.0172450630691498
2025-02-20,0.0090230700469939
2025-02-21,-0.0299023498437192
2025-02-24,-0.0563925883877365
2025-02-25,-0.0080795678339216
2025-02-26,-0.06723293096623
2025-02-27,-0.0112007271794718
2025-02-28,-0.0297505128114048
2025-03-03,-0.0421331787431302
2025-03-04,0.0113270391590871
2025-03-05,0.0326240544707303
2025-03-06,-0.0177756491420835
2025-03-07,-0.029249939244508
2025-03-10,-0.1391372982270819
2025-03-11,0.0310491275227029
2025-03-12,-0.0056739737903308
2025-03-13,-0.0243986884333198
2025-03-14,0.0246526465886214
2025-03-17,0.0091414870478896
2025-03-18,0.0028710789271713
2025-03-19,0.0627756895984283
2025-03-20,-0.037455863474503
2025-03-21,-0.0087421632555289
2025-03-24,0.0557404897107556
2025-03-25,-0.0046872336082017
2025-03-26,-0.0287365848319982
2025-03-27,-0.0034061254701009
2025-03-28,-0.054840995788628
2025-03-31,-0.0387374489978462
2025-04-01,0.0439932043987862
2025-04-02,-0.059560447517021
2025-04-03,0.0112569748989947
2025-04-04,-0.0001663476994835
2025-04-07,-0.1546396404618368
2025-04-08,-0.0546327987842083
2025-04-09,0.1246516104707033
2025-04-10,-0.0912832400149294
2025-04-11,0.0288924750311867
2025-04-14,0.0348759595263432
2025-04-15,-0.0212609529619483
2025-04-16,-0.0066485696482914
2025-04-17,0.0028114412594666
2025-04-21,-0.001779627984713
2025-04-22,0.1065397661091056
2025-04-23,0.0218234535662258
2025-04-24,-0.0147355751997029
2025-04-25,0.0094492569809281
2025-04-28,0.006814881620901
2025-04-29,0.0001800167136094
2025-04-30,-0.0030060374028755
2025-05-01,0.0250198601127333
2025-05-02,0.0018937512087333
2025-05-05,-0.0125658829494401
2025-05-06,-0.0025365944781068
2025-05-07,-0.0019195641123834
2025-05-08,0.1972000632121604
2025-05-09,0.061087532978334
2025-05-12,0.0623470533348893
2025-05-13,0.0710163912068093
2025-05-14,-0.0264907179689117
2025-05-15,-0.0245144241590455
2025-05-16,-0.0041546410896682
2025-05-19,-0.0028154828797859
2025-05-20,-0.0019763776526477
2025-05-21,0.0110998715940295
2025-05-22,0.0428742844419574
2025-05-23,-0.0530757311965883
2025-05-27,0.0526675795418238
2025-05-28,0.0071626326498703
2025-05-29,-0.0186493981950164
2025-05-30,-0.0397957496871885
2025-06-02,0.0300404884590843
2025-06-03,-0.005313910650714
2025-06-04,0.005906599013369
2025-06-05,-0.0765986847759245
2025-06-06,0.0248952972758047
2025-06-09,0.0792559119487368
