date,r
2024-01-10,0.0105220327519486
2024-01-11,-0.0055742411475225
2024-01-12,-0.0788426288329944
2024-01-16,0.007017444532682
2024-01-17,-0.009599712825862
2024-01-18,-0.0352539060043799
2024-01-19,0.0085991277380745
2024-01-22,-0.0520553617522665
2024-01-23,0.0085235842579223
2024-01-24,0.0057937057279868
2024-01-25,-0.0035811572894939
2024-01-26,0.0460765744948172
2024-01-29,0.0345812725750036
2024-01-30,-0.0077837449899362
2024-01-31,-0.0086515528090469
2024-02-01,0.0115148902942401
2024-02-02,0.0025523745302447
2024-02-05,-0.0122826241892486
2024-02-06,0.0099368047086993
2024-02-07,0.0282286462102803
2024-02-08,0.0219456712821148
2024-02-09,0.039932995408412
2024-02-12,0.0579125034852996
2024-02-13,-0.0043285887601172
2024-02-14,0.0410468495104083
2024-02-15,0.0021560092291075
2024-02-16,0.0042584326097614
2024-02-20,0.0023873204261999
2024-02-21,-0.0085609043152299
2024-02-22,-0.0103585476400152
2024-02-23,-0.0112318061155125
2024-02-26,0.0720557951553999
2024-02-27,0.0459362164404737
2024-02-28,0.0906952929770419
2024-02-29,-0.0211224142700192
2024-03-01,0.0200954657884242
2024-03-04,0.0901387381959288
2024-03-05,-0.0685829818149201
2024-03-06,0.0354997002008659
2024-03-07,0.0123081400525162
2024-03-08,0.020331312236987
2024-03-11,0.0544744208719727
2024-03-12,-0.0089498360493482
2024-03-13,0.022166899064075
2024-03-14,-0.0233524614583817
2024-03-15,-0.0283089232920001
2024-03-18,-0.0270939920560557
2024-03-19,-0.0871207318570075
2024-03-20,0.0925108529687737
2024-03-21,-0.036318674226214
2024-03-22,-0.0264984466521589
2024-03-25,0.0924864295109593
2024-03-26,0.0004147786065633
2024-03-27,-0.0076374445429507
2024-03-28,0.0183971899718802
2024-04-01,-0.0148500586978421
2024-04-02,-0.0629909043698848
2024-04-03,0.0081237430733196
2024-04-04,0.0375988627118619
2024-04-05,-0.0098456304182885
2024-04-08,0.0544157458232117
2024-04-09,-0.0354137612037881
2024-04-10,0.0207393012425356
2024-04-11,-0.0074977825845117
2024-04-12,-0.0417489701814357
2024-04-15,-0.0577345477167838
2024-04-16,0.0060619201772293
2024-04-17,-0.0405395853499452
2024-04-18,0.0358412020861464
2024-04-19,0.0051951428769125
2024-04-22,0.045831111169214
2024-04-23,-0.0064603984899154
2024-04-24,-0.0326063013162709
2024-04-25,0.0031812827691908
2024-04-26,-0.0113289352190157
2024-04-29,0.0013448775410456
2024-04-30,-0.0514946297165419
2024-05-01,-0.0400899234806573
2024-05-02,0.014814392549697
2024-05-03,0.0617572064982478
2024-05-06,0.0043174906822898
2024-05-07,-0.0131819299956479
2024-05-08,-0.0185699862584929
2024-05-09,0.0299773086041792
2024-05-10,-0.0364564546354895
2024-05-13,0.034098215257428
2024-05-14,-0.0216740381115805
2024-05-15,0.0738042976614998
2024-05-16,-0.0157557243971524
2024-05-17,0.0275228349050475
2024-05-20,0.0635060724667884
2024-05-21,-0.0185288571822948
2024-05-22,-0.0145658695101857
2024-05-23,-0.0174065965877581
2024-05-24,0.0087433946680484
2024-05-28,-0.0033603147248069
2024-05-29,-0.0105705290938473
2024-05-30,0.0115770099062721
2024-05-31,-0.0128604927708071
2024-06-03,0.0192728467235081
2024-06-04,0.0253002252489249
2024-06-05,0.0072722178166024
2024-06-06,-0.0045918902720174
2024-06-07,-0.0201945570798915
2024-06-10,0.0024442124416612
2024-06-11,-0.0318673749178799
2024-06-12,0.0134122341743001
2024-06-13,-0.0219981554211603
2024-06-14,-0.0112273344053885
2024-06-17,0.0072332103389527
2024-06-18,-0.0205057718831529
2024-06-20,-0.0048025217930387
2024-06-21,-0.0113626640759907
2024-06-24,-0.0614275935353347
2024-06-25,0.0250209785898576
2024-06-26,-0.0162031982640602
2024-06-27,0.0129645478634579
2024-06-28,-0.0210738120086126
2024-07-01,0.0411164553233227
2024-07-02,-0.0131801760562915
2024-07-03,-0.0303632025066171
2024-07-05,-0.0601286567951007
2024-07-08,0.0007537022264223
2024-07-09,0.0227379641121494
2024-07-10,-0.0046086733698462
2024-07-11,-0.0069092459782691
2024-07-12,0.0096239845581038
2024-07-15,0.1136794739005679
2024-07-16,0.0034931297826741
2024-07-17,-0.0151432424548243
2024-07-18,-0.0022597141603526
2024-07-19,0.0418794201096357
2024-07-22,0.0130325550283636
2024-07-23,-0.0248315035462844
2024-07-24,-0.008462196557577
2024-07-25,0.0061776136799451
2024-07-26,0.0319399921931982
2024-07-29,-0.0162125189205539
2024-07-30,-0.0093053462306738
2024-07-31,-0.0241834505774871
2024-08-01,0.0113598461110431
2024-08-02,-0.0622170138648705
2024-08-05,-0.1288293553374959
2024-08-06,0.0371384650991171
2024-08-07,-0.0181319456214232
2024-08-08,0.1146158574329572
2024-08-09,-0.0135416335526663
2024-08-12,-0.0253783714532112
2024-08-13,0.0209245392771162
2024-08-14,-0.0313783013916655
2024-08-15,-0.0202448620971349
2024-08-16,0.0229114301013417
2024-08-19,0.0101252662667974
2024-08-20,-0.0081120246047579
2024-08-21,0.0359874877747525
2024-08-22,-0.0130521141055446
2024-08-23,0.0596666777899255
2024-08-26,-0.0191176551055054
2024-08-27,-0.0551928775609074
2024-08-28,-0.0080402145092683
2024-08-29,0.0060896567427395
2024-08-30,-0.0045347886200275
2024-09-03,-0.0289757874613592
2024-09-04,0.0093675489668374
2024-09-05,-0.0317387301454914
2024-09-06,-0.0401788599055397
2024-09-09,0.0553593369173182
2024-09-10,0.010973955159395
2024-09-11,-0.0053141104233809
2024-09-12,0.0135766976294
2024-09-13,0.0411907229072507
2024-09-16,-0.0400645817241418
2024-09-17,0.0357170886607089
2024-09-18,0.0219943305683933
2024-09-19,0.0207211190539169
2024-09-20,0.0040040116474049
2024-09-23,0.0021628401614286
2024-09-24,0.0152342441721859
2024-09-25,-0.0181859645588886
2024-09-26,0.0317640306556246
2024-09-27,0.009309629648678
2024-09-30,-0.0381266893714205
2024-10-01,-0.0401529704172496
2024-10-02,-0.0033625289659386
2024-10-03,0.0020860853737758
2024-10-04,0.0213002835593876
2024-10-07,0.0027220928069464
2024-10-08,-0.0016835665376202
2024-10-09,-0.0252611554684634
2024-10-10,-0.0050903669759527
2024-10-11,0.0353784793604461
2024-10-14,0.0560657534911896
2024-10-15,0.0149526424220383
2024-10-16,0.0084901085474502
2024-10-17,-0.0031535287872266
2024-10-18,0.0150048970496641
2024-10-21,-0.0154795564608907
2024-10-22,-9.567799317800052e-05
2024-10-23,-0.0138904382136981
2024-10-24,0.0256915479674528
2024-10-25,-0.0225321334727954
2024-10-28,0.0478354048933731
2024-10-29,0.0394465905777625
2024-10-30,-0.0052523634181866
2024-10-31,-0.0298062208969245
2024-11-01,-0.0104901612367793
2024-11-04,-0.0243425602580433
2024-11-05,0.0225721124909306
2024-11-06,0.0866690312684639
2024-11-07,0.0035076496874797
2024-11-08,0.0084043233393167
2024-11-11,0.1473915948781403
2024-11-12,-0.0084420662691062
2024-11-13,0.0294448504877617
2024-11-14,-0.0374969223188124
2024-11-15,0.0428021182914264
2024-11-18,-0.0057636972783612
2024-11-19,0.0196975431836516
2024-11-20,0.0213814449984326
2024-11-21,0.0432046373822121
2024-11-22,0.0049917220950614
2024-11-25,-0.0613973994966041
2024-11-26,-0.0120698525342817
2024-11-27,0.042328813304957
2024-11-29,0.0154998529040746
2024-12-02,-0.0165135386431689
2024-12-03,0.0014266034685608
2024-12-04,0.0284083108720061
2024-12-05,-0.0222668653122219
2024-12-06,0.0338648017678089
2024-12-09,-0.0252149051616488
2024-12-10,-0.0078027935539886
2024-12-11,0.0454729495707635
2024-12-12,-0.0112321381496034
2024-12-13,0.0140572234722959
2024-12-16,0.0440621033461425
2024-12-17,0.0010452246330352
2024-12-18,-0.0591791546537692
2024-12-19,-0.0258259051251439
2024-12-20,0.0027142735531846
2024-12-23,-0.0319051470032558
2024-12-24,0.0412739940682787
2024-12-26,-0.0296268317340668
2024-12-27,-0.0171688048649549
2024-12-30,-0.0162913956534183
2024-12-31,0.0084482900528719
2025-01-02,0.036340097150493
2025-01-03,0.0125190387534921
2025-01-06,0.0396749692486491
2025-01-07,-0.0518242829786963
2025-01-08,-0.0195788576965654
2025-01-10,-0.0036055835498753
2025-01-13,-0.0019546741777975
2025-01-14,0.0211210930715601
2025-01-15,0.0403066614062268
2025-01-16,-0.0074661359209997
2025-01-17,0.0460874538869582
2025-01-21,0.015994264511626
2025-01-22,-0.0237685469930415
2025-01-23,0.0029584026842144
2025-01-24,0.0082318111627817
2025-01-27,-0.0264075488723758
2025-01-28,-0.0074251676153966
2025-01-29,0.0231261207465305
2025-01-30,0.0099031811077274
2025-01-31,-0.022500491172309
2025-02-03,-0.0098092085137313
2025-02-04,-0.035467893340618
2025-02-05,-0.0129200487537541
2025-02-06,-0.0002292695179963
2025-02-07,-0.0006649766736614
2025-02-10,0.0093673364658268
2025-02-11,-0.0174979243693833
2025-02-12,0.0220883159193476
2025-02-13,-0.0129763165895191
2025-02-14,0.0091185779172295
2025-02-18,-0.0204040957800533
2025-02-19,0.011407035189924
2025-02-20,0.0174219113580331
2025-02-21,-0.022714094704245
2025-02-24,-0.0502108413046364
2025-02-25,-0.0297766693549981
